,MONTH,SOURCE_SYS_CD,PRICE_TO_BP,BID_MARGIN_TOTAL,BID_MARGIN,BID_DISCOUNT,STOP_BIDS,BPCOPS,MISSING,COUNTRY,CONFIDENTIALITY,ROUTE_TO_MARKET,NON_COMPETITIVE_BID,OFF_SHORE_PMT_TERMS,BUNDLED_SOLUTION,CONTINGENCY_FEE,FOCUS,HW_SW,bid_id
2960,9,SQO,4173.29,623.5896,12.9999,23.4399,0,0,0,MX,(null),(null),(null),(null),(null),(null),0,SW,10080124
2961,8,SQO,116638.08,6138.4636,4.9997,4.9997,0,1,0,MX,N,N,N,N,N,N,0,SW,10011695
2962,7,SQO,12.7,2.9777,18.9936,57.4697,0,0,0,BR,N,N,N,N,N,N,0,SW,9906852
2963,8,SQO,12.7,2.9777,18.9936,57.4697,0,0,0,BR,N,N,N,N,N,N,0,SW,9997721
2964,4,SQO,42130.8897,9133.4013,17.8163,70.3083,0,0,0,BR,N,N,N,N,N,N,0,SW,9634331
2965,8,SQO,30683.972,6651.9125,17.8164,88.9716,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10033469
2966,9,SQO,32614.4847,7070.4242,17.8164,88.9716,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10040554
2967,9,SQO,32614.4847,7070.4242,17.8164,88.9716,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10053118
2968,9,SQO,32614.4847,7070.4242,17.8164,88.9716,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10062127
2969,8,SQO,3412.2118,649.9456,16,16,0,0,0,BR,N,N,N,N,N,N,0,SW,10023728
2970,9,SQO,1747.7964,332.9111,15.9999,56.9743,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10084487
2971,9,SQO,23645.0122,5546.3622,19,56.6909,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10122733
2972,9,SQO,54877.898,12872.5224,18.9999,63.0332,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10141769
2973,9,SQO,40909.3163,9595.9592,18.9999,62.4462,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10152918
2974,9,SQO,5632.7215,1072.8921,15.9999,45.392,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10049540
2975,10,SQO,3458.7,384.2961,9.9999,27.3076,0,0,0,MY,N,N,N,N,Y,N,0,SW,8970007
2976,9,OPRA,107256.5965,18927.6214,14.99999,75.07005,0,0,0,BN,N,N,N,N,N,N,1,HW,1000199
2977,1,OPRA,10397.6348,1285.0945,10.99995,84.2392,0,0,0,BN,N,N,N,N,N,N,0,HW,1000186
2978,9,SQO,9393.7356,816.847,8,81.6004,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,10104647
2979,9,SQO,17806.8644,1243.3713,6.5268,76.3278,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,10134488
2980,6,OPRA,20889.7898,2848.6077,12,86.22747,0,0,0,TH,N,N,N,N,N,N,0,HW,1873209
2981,5,EPRICER,1688203.0,301018.8202,15.13249,84.82085,0,0,0,HU,N,N,N,N,N,N,1,HW,6340419
2982,5,EPRICER,823372.0,215375.9839,20.73419,85.4968,0,0,0,HU,N,N,N,N,N,N,1,HW,6340512
2983,5,EPRICER,315822.0,85823.9984,21.36807,85.52889,0,0,0,HU,N,N,N,N,N,N,0,HW,6361897
2984,6,EPRICER,823372.0,215374.9456,20.73411,85.4968,0,0,0,HU,Y,N,N,N,N,N,1,HW,6380876
2985,6,EPRICER,316538.0,85108.9993,21.19,85.49608,0,0,0,HU,Y,N,N,N,N,N,0,HW,6380896
2986,7,EPRICER,485000.0,99339.962,17.00037,86.82638,0,0,0,HU,N,N,N,N,N,N,1,HW,6490869
2987,7,EPRICER,462000.0,94625.9746,16.99992,87.45111,0,0,0,HU,Y,N,N,N,N,N,1,HW,6510204
2988,7,EPRICER,355000.0,72709.9728,16.99983,87.3452,0,0,0,HU,Y,N,N,N,N,N,1,HW,6510695
2989,5,EPRICER,1688203.0,301455.8216,15.15113,85.35296,0,0,0,HU,N,N,N,N,N,N,1,HW,6335494
2990,5,EPRICER,790301.0,142087.9718,15.23913,85.79425,0,0,0,HU,N,N,N,N,N,N,0,HW,6335531
2991,11,SQO,25949.24,1955.4205,7.0075,11.265,0,0,0,HU,N,N,N,N,N,N,0,SW,9095240
2992,11,SQO,25949.24,1955.4205,7.0075,11.265,0,0,0,HU,Y,Y,Y,N,Y,N,0,SW,9096220
2993,11,SQO,25949.24,1955.4205,7.0075,11.265,0,0,0,HU,Y,Y,Y,N,Y,N,0,SW,9100740
2994,12,SQO,29400.1823,2215.4684,7.0075,11.265,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,9238415
2995,11,SQO,172165.9,19129.5444,10,64,0,0,0,HU,N,N,N,N,N,Y,1,SW,9071170
2996,11,SQO,195291.9046,21699.1005,10,64,0,0,0,HU,N,N,N,N,Y,N,0,SW,9076777
2997,12,SQO,172165.9,19129.5444,10,64,0,0,0,HU,N,N,N,N,Y,N,0,SW,9163569
2998,7,SQO,58559.212,5095.0847,8.0043,77.0005,0,0,0,HU,N,N,N,N,Y,N,1,SW,9875269
2999,10,SQO,28127.8006,3093.0517,9.907,36.8386,0,0,0,HU,N,N,N,N,N,N,0,SW,8966512
3000,10,SQO,6632.9718,728.8667,9.9006,18.6592,0,0,0,HU,N,N,N,N,N,N,0,SW,8966568
3001,10,SQO,19317.4685,2121.6127,9.896,18.651,0,0,0,HU,N,N,N,N,N,N,0,SW,8981408
3002,10,SQO,7989.43,887.8725,10.0016,19.0027,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,9024485
3003,11,SQO,34818.7301,2617.1024,6.9909,46.8088,0,0,0,HU,N,N,N,N,Y,N,0,SW,9109878
3004,12,SQO,34818.7301,2617.1024,6.9909,46.8088,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,9257976
3005,5,SQO,467.3832,38.3437,7.5819,7.5819,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,9672859
3006,5,SQO,467.3832,38.3437,7.5819,7.5819,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,9676469
3007,10,SQO,28127.8006,3093.0517,9.907,36.8386,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,8957989
3008,10,SQO,6632.9718,728.8667,9.9006,18.6592,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,8958628
3009,10,SQO,368213.3381,26614.1567,6.7407,10.9776,0,0,0,HU,Y,N,N,N,N,N,1,SW,8970222
3010,10,SQO,9658.7044,1060.803,9.896,18.651,0,0,0,HU,Y,N,N,N,N,N,0,SW,8982305
3011,10,SQO,10699.9288,1188.9478,10.0005,19.0009,0,0,0,HU,Y,N,N,N,N,N,0,SW,8982609
3012,10,SQO,8291.1916,911.0809,9.9006,18.6592,0,0,0,HU,Y,N,N,N,N,N,0,SW,9014524
3013,10,SQO,21818.25,2424.2257,9.9999,32.4939,0,0,0,HU,Y,N,N,N,N,N,0,SW,9014850
3014,11,SQO,392325.5701,29484.546,6.99,11.222,0,0,0,HU,Y,N,Y,N,Y,N,1,SW,9042231
3015,11,SQO,293902.912,22086.7388,6.9897,11.2228,0,0,0,HU,Y,N,Y,N,Y,N,1,SW,9055555
3016,11,SQO,63254.81,7028.3124,10,11.071,0,0,0,HU,Y,N,Y,N,Y,N,1,SW,9071398
3017,11,SQO,24908.3499,1879.5471,7.0164,5.8977,0,0,0,HU,Y,N,Y,N,Y,N,0,SW,9089460
3018,11,SQO,39391.6607,2961.1864,6.9917,46.9484,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,9105035
3019,11,SQO,194859.9209,14663.5066,6.9985,11.1827,0,0,0,HU,Y,N,Y,N,Y,N,1,SW,9105519
3020,11,SQO,152608.281,11549.4876,7.0356,72.9828,0,0,0,HU,Y,N,Y,N,Y,N,1,SW,9105703
3021,11,SQO,34818.7301,2617.1024,6.9909,46.8088,0,0,0,HU,Y,N,Y,N,Y,N,0,SW,9109253
3022,11,SQO,9062.6069,1007.1357,10.0016,19.0027,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,9137736
3023,12,SQO,170724.0067,12847.2409,6.9985,11.2076,0,0,0,HU,N,N,N,N,N,N,0,SW,9222857
3024,12,SQO,193423.93,14555.4447,6.9985,11.2076,0,0,0,HU,N,N,N,N,N,N,0,SW,9238508
3025,12,SQO,152428.5862,11535.8882,7.0356,72.9828,0,0,0,HU,N,N,N,N,N,N,1,SW,9238522
3026,12,SQO,134537.4489,10181.876,7.0356,72.9828,0,0,0,HU,Y,N,Y,N,Y,N,1,SW,9258443
3027,12,SQO,34818.7301,2617.1024,6.9909,46.8088,0,0,0,HU,N,N,N,N,N,N,0,SW,9262462
3028,10,SQO,12879.8246,1413.448,9.8889,18.6387,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,8941450
3029,10,SQO,11300.6985,1240.1527,9.8889,18.6387,0,0,0,HU,Y,N,N,N,N,N,0,SW,8938049
3030,10,SQO,11300.6985,1240.1527,9.8889,18.6387,0,0,0,HU,Y,N,N,N,N,N,0,SW,8941776
3031,10,SQO,11300.6985,1240.1527,9.8889,18.6387,0,0,0,HU,Y,N,N,N,N,N,0,SW,8942114
3032,12,SQO,4540.3762,290.6801,6.0169,26.211,0,0,0,HU,Y,N,N,N,N,N,0,SW,9257200
3033,6,SQO,19546.8,2183.9888,10.0502,91.5883,0,0,0,HK,(null),(null),(null),(null),(null),(null),0,SW,9762366
3034,8,EPRICER,79000.2,17341.4963,17.99999,55.99953,0,0,0,BG,N,N,N,N,N,N,0,HW,6713662
3035,9,EPRICER,17600.03,2399.9883,11.99993,76.13619,0,0,0,BG,N,N,N,N,N,N,0,HW,6827641
3036,9,EPRICER,8799.98,1200.02,12.0002,88.06814,0,0,0,BG,N,N,N,N,N,N,0,HW,6832492
3037,6,SQO,553.3207,129.7922,19.0001,19.0001,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,9760099
3038,11,BH,75308.0,5668.32,7,96.67954,0,0,0,CN,N,N,N,N,N,N,0,HW,8500182948
3039,1,BH,53190.0,4003.51,7,98.5,0,0,0,CN,N,N,N,N,N,N,0,HW,8500187198
3040,3,BH,60238.08,5238.08,8,96.68,0,0,0,CN,N,N,N,N,N,N,0,HW,8500188751
3041,12,BH,69147.0,7683,10,98.5,0,0,0,CN,N,N,Y,N,N,N,1,HW,8500185796
3042,2,SQO,707915.76,105783.3942,13.0003,82.5348,0,0,0,TW,N,N,N,N,N,N,1,SW,9422637
3043,1,SQO,3009.21,410.3472,12,59.9187,0,0,0,TW,N,N,N,N,Y,N,0,SW,9188652
3044,3,SQO,3009.21,410.3472,12,59.9187,0,0,0,TW,(null),(null),(null),(null),(null),(null),0,SW,9544578
3045,3,SQO,3009.21,410.3472,12,59.9187,0,0,0,TW,(null),(null),(null),(null),(null),(null),0,SW,9545056
3046,9,SQO,80418.63,5581.4963,6.4901,84.6365,0,0,0,TR,N,N,N,N,Y,N,1,SW,10077250
3047,9,SQO,86227.21,5557.3775,6.0548,85.5863,0,0,0,TR,N,N,N,N,Y,N,1,SW,10151458
3048,6,SQO,53996.22,4695.324,8,86.2,0,1,0,TR,N,N,N,N,Y,N,1,SW,9821752
3049,6,SQO,57595.97,5008.3456,8,85.28,0,1,0,TR,N,N,N,N,Y,N,0,SW,9825284
3050,7,SQO,53996.22,4695.324,8,86.2,0,1,0,TR,N,N,N,N,Y,N,1,SW,9874405
3051,7,SQO,80132.17,5561.6152,6.4901,84.6912,0,1,0,TR,N,N,N,N,Y,N,0,SW,9924746
3052,7,SQO,91651.02,6361.0852,6.4901,82.4906,0,1,0,TR,N,N,N,N,Y,N,0,SW,9933750
3053,9,SQO,80132.17,5561.6152,6.4901,84.6912,0,1,0,TR,N,N,N,N,Y,N,0,SW,10048713
3054,9,SQO,80418.48,5581.486,6.4901,84.6365,0,1,0,TR,N,N,N,N,Y,N,0,SW,10077235
3055,9,SQO,86227.21,5557.3775,6.0548,85.5863,0,1,0,TR,N,N,N,N,Y,N,0,SW,10147090
3056,7,SQO,128568.89,3041.3835,2.3109,25.8977,0,0,0,MY,N,N,N,N,Y,N,0,SW,9878609
3057,7,SQO,128667.69,3043.8539,2.311,25.8407,0,0,0,MY,N,N,N,N,Y,N,0,SW,9918969
3058,10,SQO,1286.81,245.1087,16.0001,16.0001,0,0,0,MX,(null),(null),(null),(null),(null),(null),0,SW,8975022
3059,9,SQO,60334.9327,5246.4503,7.9999,54,0,0,0,PL,N,N,N,N,N,N,0,SW,10051186
3060,5,SQO,13822.51,1201.9573,8,50.776,0,0,0,ID,(null),(null),(null),(null),(null),(null),0,SW,9671129
3061,5,SQO,14513.61,1262.053,8,48.3149,0,0,0,ID,(null),(null),(null),(null),(null),(null),0,SW,9703640
3062,8,SQO,17602.2084,544.3984,3,38.8317,0,0,0,ID,N,N,N,N,Y,N,0,SW,10020667
3063,9,SQO,17884.4006,553.126,3,37.8511,0,0,0,ID,N,N,N,N,Y,N,0,SW,10055234
3064,10,OPRA,256583.8314,31712.6083,11,91.31745,0,0,0,ID,N,N,N,N,N,N,1,HW,10500138
3065,3,SQO,12211.55,1356.8251,9.9999,9.9999,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,9454964
3066,1,SQO,7948.76,2293.169,22.39,41.417,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,9320722
3067,3,SQO,99186.3,11020.7,10,10,0,0,0,BH,N,N,N,N,N,N,0,SW,9472192
3068,12,SQO,16168.13,1796.5588,10.0005,7.2069,0,0,0,BH,N,N,N,N,Y,N,0,SW,9151392
3069,12,SQO,16168.13,1796.5588,10.0005,7.2069,0,0,0,BH,N,N,N,N,Y,N,0,SW,9167991
3070,12,SQO,14761.98,1640.5492,10.0018,15.2772,0,0,0,BH,(null),(null),(null),(null),(null),(null),0,SW,9188807
3071,12,SQO,14761.98,1640.5492,10.0018,15.2772,0,0,0,BH,(null),(null),(null),(null),(null),(null),0,SW,9189075
3072,12,SQO,14761.98,1640.5492,10.0018,15.2772,0,0,0,BH,(null),(null),(null),(null),(null),(null),0,SW,9189317
3073,12,SQO,14761.98,1640.5492,10.0018,15.2772,0,0,0,BH,(null),(null),(null),(null),(null),(null),0,SW,9189897
3074,11,SQO,26025.3,2891.671,9.9999,54.9999,0,0,0,BH,N,N,N,N,N,N,0,SW,9055769
3075,11,SQO,39411.0,4379,10,55,0,0,0,BH,N,N,N,N,Y,N,0,SW,9068820
3076,6,SQO,160980.07,13997.3291,7.9995,58.5998,0,0,0,BH,N,N,N,N,N,N,0,SW,9823473
3077,5,SQO,160980.07,13997.3291,7.9995,58.5998,0,0,0,BH,N,N,N,N,Y,N,0,SW,9624973
3078,5,SQO,160980.07,13997.3291,7.9995,58.5998,0,0,0,BH,N,N,N,N,N,N,0,SW,9715410
3079,5,SQO,160980.07,13997.3291,7.9995,58.5998,0,0,0,BH,N,N,N,N,N,N,0,SW,9739521
3080,2,SQO,37888.75,4206.9149,9.9937,9.9937,0,0,0,BH,(null),(null),(null),(null),(null),(null),0,SW,9423001
3081,2,SQO,37888.75,4206.9149,9.9937,9.9937,0,0,0,BH,(null),(null),(null),(null),(null),(null),0,SW,9424642
3082,3,SQO,36217.12,4023.5026,9.9986,13.9647,0,0,0,BH,(null),(null),(null),(null),(null),(null),0,SW,9437412
3083,3,SQO,36217.12,4023.5026,9.9986,13.9647,0,0,0,BH,N,N,N,N,Y,N,0,SW,9541657
3084,4,SQO,254685.01,16127.4277,5.9552,31.5925,0,0,0,BN,N,N,N,N,Y,N,1,SW,9617947
3085,5,SQO,173967.52,11936.1342,6.4206,29.3514,0,0,0,BN,N,N,N,N,Y,N,1,SW,9732252
3086,5,SQO,173967.52,11936.1342,6.4206,29.3514,0,0,0,BN,N,N,N,N,Y,N,1,SW,9741499
3087,2,SQO,42500.5442,4722.2826,10,73,0,0,0,RO,N,N,N,N,N,N,0,SW,9415754
3088,2,SQO,42500.5442,4722.2826,10,73,0,0,0,RO,(null),(null),(null),(null),(null),(null),0,SW,9433092
3089,3,SQO,85001.0917,9444.5657,10,73,0,0,0,RO,N,N,N,N,N,N,0,SW,9441731
3090,5,SQO,112517.653,9784.1497,8,76.746,0,0,0,RO,N,N,N,N,Y,N,1,SW,9689536
3091,5,SQO,95014.3639,8262.1236,8,76.746,0,0,0,RO,N,N,N,N,Y,N,1,SW,9712242
3092,5,SQO,95014.3639,8262.1236,8,76.746,0,0,0,RO,N,N,N,N,Y,N,1,SW,9737700
3093,7,SQO,21903.88,1907.6877,8.0116,54.0058,0,0,0,RO,(null),(null),(null),(null),(null),(null),0,SW,9862932
3094,7,SQO,21903.88,1907.6877,8.0116,54.0058,0,0,0,RO,(null),(null),(null),(null),(null),(null),0,SW,9865985
3095,11,SQO,108176.2227,12056.9876,10.028,82.0076,0,0,0,RO,N,N,N,N,Y,N,1,SW,9070253
3096,12,SQO,32498.0471,2446.1283,7.0001,9.5067,0,0,0,RO,N,N,N,N,Y,N,0,SW,9201938
3097,12,SQO,74738.3852,5463.6899,6.8124,6.8124,0,0,0,RO,N,N,N,N,Y,N,1,SW,9257768
3098,6,SQO,29713.4974,918.9432,2.9999,8.5112,0,0,0,RO,(null),(null),(null),(null),(null),(null),0,SW,9813309
3099,7,SQO,134088.8696,11659.9026,8,65.04,0,0,0,RO,N,N,N,N,Y,N,0,SW,9821998
3100,11,SQO,19867.3885,2207.4876,10,45.9999,0,0,0,RO,N,N,N,N,Y,N,0,SW,9059678
3101,6,SQO,29151.7928,2035.1341,6.5256,71.5847,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9789842
3102,9,SQO,701072.04,14307.595,2,64.0617,0,0,0,IT,N,N,N,N,N,N,0,SW,10078737
3103,9,SQO,701072.04,14307.595,2,64.0617,0,0,0,IT,N,N,N,N,N,N,0,SW,10117312
3104,9,SQO,779385.7244,15905.8341,2,64.1534,0,0,0,IT,N,N,N,N,N,N,0,SW,10118119
3105,9,SQO,692517.6382,14133.0152,2,64.2191,0,0,0,IT,N,N,N,N,N,N,0,SW,10121119
3106,6,SQO,70777.0,6152.9383,7.9981,67.7993,0,0,0,DO,(null),(null),(null),(null),(null),(null),0,SW,9826635
3107,7,SQO,19993.6,1738.5744,8,23.2756,0,0,0,AO,(null),(null),(null),(null),(null),(null),0,SW,9852414
3108,6,SQO,21297.54,434.6218,1.9999,18.2718,0,0,0,AO,(null),(null),(null),(null),(null),(null),0,SW,9849894
3109,8,SQO,12639.88,1099.1062,7.9999,61.5563,0,0,0,SV,N,N,N,N,N,N,0,SW,9989803
3110,9,SQO,12639.88,1099.1062,7.9999,61.5563,0,0,0,SV,(null),(null),(null),(null),(null),(null),0,SW,10154979
3111,11,SQO,32838.25,6254.8633,15.9999,78.9999,0,0,0,BO,N,N,N,N,N,N,0,SW,9138477
3112,12,SQO,32838.25,6254.8633,15.9999,78.9999,0,0,0,BO,N,N,N,N,N,N,0,SW,9154804
3113,11,SQO,84000.0,16000,16,81.8965,0,0,0,BO,N,N,N,N,N,N,1,SW,9048651
3114,11,SQO,81284.0,15483.9444,16.0011,69.5606,0,0,0,BO,N,N,N,N,N,N,0,SW,9111563
3115,11,SQO,38654.0,7363.9844,16.0024,58.0012,0,0,0,BO,(null),(null),(null),(null),(null),(null),0,SW,9133554
3116,11,SQO,24628.1774,5659.1987,18.685,24.2384,0,0,0,BR,N,N,N,N,N,N,0,SW,9127825
3117,11,SQO,24628.1774,5659.1987,18.685,24.2384,0,0,0,BR,N,N,N,N,N,N,0,SW,9128114
3118,8,SQO,18418.9994,3507.9411,15.9983,16.0026,0,0,0,BR,N,N,N,N,N,N,0,SW,9976851
3119,8,SQO,16172.3504,3081.1601,16.0031,30.6136,0,0,0,BR,N,N,N,N,N,N,0,SW,10031402
3120,9,SQO,14845.0084,2828.2745,16.0031,30.6136,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10132652
3121,9,SQO,3746.17,915.832,19.6446,19.6446,0,0,0,BR,N,N,N,N,N,N,0,SW,10156312
3122,11,SQO,20395.98,2781.1664,11.9996,11.9996,0,0,0,UY,N,N,Y,N,Y,N,0,SW,9126865
3123,12,SQO,20439.15,2787.0534,11.9996,11.9996,0,0,0,UY,N,N,N,N,Y,N,0,SW,9204272
3124,10,SQO,4053.9,258.7596,6,22.9199,0,0,0,VE,(null),(null),(null),(null),(null),(null),0,SW,8964411
3125,1,SQO,1792.0,805.9983,31.0238,73.3571,0,0,0,VE,(null),(null),(null),(null),(null),(null),0,SW,9282571
3126,12,SQO,24755.12,4715.2281,15.9999,15.9999,0,0,0,PY,(null),(null),(null),(null),(null),(null),0,SW,9134052
3127,11,SQO,48996.0,6681.5903,12.0005,12.0005,0,0,0,CL,(null),(null),(null),(null),(null),(null),0,SW,9107981
3128,11,SQO,6550.49,632.8289,8.8097,8.8097,0,0,0,CL,N,N,N,N,N,N,0,SW,9058551
3129,11,SQO,48996.0,6681.5903,12.0005,12.0005,0,0,0,CL,N,N,N,N,Y,N,0,SW,9107801
3130,11,SQO,48996.0,6681.5903,12.0005,12.0005,0,0,0,CL,N,N,N,N,Y,N,0,SW,9107615
3131,11,SQO,47689.99,6503.0588,11.9998,11.9998,0,0,0,CL,N,N,N,N,Y,N,0,SW,9110620
3132,11,SQO,7203.15,982.248,12,12,0,0,0,CL,N,N,N,N,Y,N,0,SW,9110998
3133,10,SQO,7038.24,2603.4094,27.0017,60.5528,0,0,0,CL,(null),(null),(null),(null),(null),(null),0,SW,8976064
3134,11,SQO,7203.15,982.248,12,12,0,0,0,CL,N,N,N,N,Y,N,0,SW,9111287
3135,5,SQO,52147.9,7792.2208,13,56.4999,0,0,0,CL,(null),(null),(null),(null),(null),(null),0,SW,9685444
3136,5,SQO,162760.0,8565.9573,4.9998,37.107,0,0,0,CL,N,N,N,N,Y,N,0,SW,9722919
3137,7,SQO,86130.0,12870,13,62.7461,0,0,0,CL,(null),(null),(null),(null),(null),(null),0,SW,9905145
3138,11,SQO,48996.0,6681.5903,12.0005,12.0005,0,0,0,CL,(null),(null),(null),(null),(null),(null),0,SW,9107720
3139,11,SQO,47689.99,6503.0588,11.9998,11.9998,0,0,0,CL,(null),(null),(null),(null),(null),(null),0,SW,9110828
3140,11,SQO,48996.0,6681.5903,12.0005,12.0005,0,0,0,CL,(null),(null),(null),(null),(null),(null),0,SW,9107099
3141,11,SQO,47689.99,6503.0588,11.9998,11.9998,0,0,0,CL,N,N,N,N,Y,N,0,SW,9110791
3142,10,SQO,8316.77,931.7626,10.0747,24.351,0,0,0,CR,(null),(null),(null),(null),(null),(null),0,SW,8948143
3143,10,SQO,324.92,145.9799,31.0002,31.0002,0,0,0,CR,N,N,N,N,N,N,0,SW,8967381
3144,10,SQO,19219.14,2135.6041,10.0006,10.0006,0,0,0,HN,N,N,Y,N,Y,N,0,SW,9020709
3145,12,SQO,20003.77,8987.1655,30.9999,41.3499,0,0,0,NI,N,N,N,N,N,N,0,SW,9253981
3146,11,SQO,23250.3,3980.2666,14.6169,50.4952,0,0,0,PE,N,N,N,N,N,N,0,SW,9039808
3147,12,SQO,23250.3,3980.2666,14.6169,50.4952,0,0,0,PE,N,N,N,N,N,N,0,SW,9146218
3148,12,SQO,23250.3,3980.2666,14.6169,50.4952,0,0,0,PE,(null),(null),(null),(null),(null),(null),0,SW,9196204
3149,12,SQO,23250.3,3980.2666,14.6169,50.4952,0,0,0,PE,(null),(null),(null),(null),(null),(null),0,SW,9196432
3150,10,SQO,4766.75,649.9991,11.9998,35.706,0,0,0,PE,N,N,N,N,N,N,0,SW,8979582
3151,10,SQO,2440.53,1096.4664,30.9999,30.9999,0,0,0,SV,N,N,N,N,N,N,0,SW,9002900
3152,11,SQO,1513.17,679.83,31,31,0,0,0,SV,N,N,N,N,N,N,0,SW,9108029
3153,11,SQO,1513.17,679.83,31,33.0337,0,0,0,SV,N,N,N,N,N,N,0,SW,9114913
3154,12,SQO,2440.53,1096.4664,30.9999,30.9999,0,0,0,SV,N,N,N,N,N,N,0,SW,9146185
3155,6,SQO,18627.66,1108.4385,5.6163,84.085,0,0,0,SV,(null),(null),(null),(null),(null),(null),0,SW,9761568
3156,6,SQO,6062.1,527.0964,7.9994,44.7996,0,0,0,SV,(null),(null),(null),(null),(null),(null),0,SW,9767034
3157,6,SQO,21207.84,1844.16,8,44.8,0,0,0,SV,(null),(null),(null),(null),(null),(null),0,SW,9769446
3158,12,SQO,201701.73,38419.3776,16,62.6677,0,0,0,EC,N,N,N,N,N,N,1,SW,9231494
3159,12,SQO,78269.94,14908.5616,16,56.5398,0,0,0,EC,N,N,N,N,N,N,0,SW,9231585
3160,12,SQO,106712.12,20326.1184,16,61.1469,0,0,0,EC,N,N,N,N,N,N,0,SW,9231599
3161,1,SQO,78269.94,14908.5616,16,56.5398,0,0,0,EC,N,N,N,N,N,N,0,SW,9278513
3162,1,SQO,106712.12,20326.1184,16,61.1469,0,0,0,EC,N,N,N,N,N,N,0,SW,9278559
3163,1,SQO,78269.94,14908.5616,16,56.5398,0,0,0,EC,(null),(null),(null),(null),(null),(null),0,SW,9297280
3164,1,SQO,109823.66,20918.6612,15.9999,60.0141,0,0,0,EC,N,N,N,N,N,N,0,SW,9301796
3165,1,SQO,212447.01,40465.843,15.9999,60.6789,0,0,0,EC,N,N,N,N,N,N,1,SW,9311185
3166,4,SQO,209069.47,278540.3402,57.1236,61.304,0,0,0,EC,N,N,N,N,N,N,1,SW,9581269
3167,4,SQO,197707.0,29542.1973,12.9999,63.4071,0,0,0,EC,N,N,N,N,N,N,0,SW,9640768
3168,5,SQO,203837.16,30458.1911,12.9999,62.2724,0,0,0,EC,N,N,N,N,N,N,0,SW,9661442
3169,5,SQO,208758.82,31193.8471,13,61.3615,0,0,0,EC,N,N,N,N,N,N,0,SW,9673217
3170,5,SQO,197707.0,29542.1973,12.9999,63.4071,0,0,0,EC,N,N,N,N,N,N,0,SW,9678671
3171,5,SQO,198140.51,29606.9745,12.9999,63.3268,0,0,0,EC,N,N,N,N,Y,N,0,SW,9684839
3172,5,SQO,198140.51,29606.9745,12.9999,63.3268,0,0,0,EC,N,N,N,N,Y,N,0,SW,9694145
3173,5,SQO,198140.51,29606.9745,12.9999,63.3268,0,0,0,EC,N,N,N,N,Y,N,0,SW,9701605
3174,7,SQO,198140.51,29606.9745,12.9999,63.3268,0,0,0,EC,N,N,N,N,Y,N,0,SW,9861402
3175,7,SQO,198140.51,29606.9745,12.9999,63.3268,0,0,0,EC,N,N,N,N,Y,N,0,SW,9864444
3176,7,SQO,208634.59,31175.0432,12.9999,61.3845,0,0,0,EC,N,N,N,N,Y,N,0,SW,9876026
3177,7,SQO,217077.27,32436.8343,13,59.8219,0,0,0,EC,N,N,N,N,Y,N,0,SW,9904903
3178,7,SQO,217077.27,32436.8343,13,59.8219,0,0,0,EC,N,N,N,N,Y,N,0,SW,9914386
3179,8,SQO,217077.27,32436.8343,13,59.8219,0,0,0,EC,N,N,N,N,Y,N,0,SW,9971361
3180,8,SQO,15055.52,2249.676,13,17.35,0,0,0,EC,N,N,N,N,Y,N,0,SW,10007921
3181,9,SQO,177125.04,26466.96,13,58.5008,0,0,0,EC,N,N,N,N,Y,N,0,SW,10049376
3182,9,SQO,177125.04,26466.96,13,58.5008,0,0,0,EC,N,N,N,N,Y,N,0,SW,10049616
3183,10,SQO,1935.34,715.7998,26.9997,65.5348,0,0,0,UY,N,N,N,N,N,N,0,SW,8950765
3184,5,SQO,2128.88,532.2173,19.9999,63.1676,0,0,0,UY,(null),(null),(null),(null),(null),(null),0,SW,9701167
